wmc,noc,cbo,rfc,ce,npm,loc,moa,cam,ic,cbm,max_cc,avg_cc,bug
3,0,6,9,4,2,19,0,0.333333333,0,0,1,0.6667,0
9,0,7,17,7,6,131,2,0.333333333,0,0,1,0.6667,0
2,0,3,4,3,1,12,0,0.666666667,1,1,1,0.5,0
6,0,2,11,1,6,45,0,0.41666666700000005,0,0,2,0.8333,0
10,14,27,19,4,7,81,1,0.5,1,1,1,0.8,0
6,0,7,19,6,4,68,0,0.375,2,4,2,1.0,0
4,0,5,8,5,3,29,0,0.4,1,1,1,0.5,0
3,0,6,8,4,2,23,0,0.5,0,0,1,0.6667,0
2,0,1,2,0,2,2,0,1.0,0,0,1,1.0,0
2,0,4,8,4,2,22,1,0.666666667,0,0,1,0.5,0
4,0,0,8,0,3,19,0,0.5,0,0,1,0.75,0
6,0,11,39,10,3,189,0,0.333333333,0,0,5,1.3333,0
1,0,5,1,0,1,1,0,1.0,0,0,1,1.0,0
3,0,3,7,2,3,21,0,0.666666667,0,0,1,0.6667,0
10,7,17,26,6,6,156,1,0.26666666699999997,0,0,3,1.2,1
2,0,5,2,1,2,2,0,0.75,0,0,1,1.0,0
4,0,5,6,4,3,21,0,0.5,1,1,1,0.75,0
4,0,2,16,0,4,92,0,0.75,0,0,4,1.5,0
1,0,1,2,1,1,4,0,1.0,0,0,0,0.0,0
42,14,27,78,11,33,489,7,0.118466899,0,0,4,1.5238,1
1,0,4,1,3,1,1,0,1.0,0,0,1,1.0,0
1,0,5,1,3,1,1,0,1.0,0,0,1,1.0,0
15,0,15,37,13,14,209,1,0.20952381,1,1,2,1.0667,3
8,0,2,28,1,8,146,0,0.4,0,0,4,1.5,0
5,0,6,15,5,4,50,1,0.333333333,2,6,2,1.0,2
13,0,16,27,11,10,119,3,0.185185185,1,1,2,0.9231,0
3,0,3,11,2,2,34,0,0.666666667,1,1,1,0.6667,0
17,0,31,91,26,7,741,3,0.275,0,0,10,2.8235,7
7,0,11,16,7,7,45,0,0.39285714299999996,3,4,1,0.5714,1
4,0,2,12,2,3,37,0,0.5625,0,0,2,1.0,0
2,0,3,6,3,2,14,0,0.666666667,0,0,1,0.5,0
5,0,2,10,2,5,57,0,0.3,0,0,2,1.0,0
8,0,13,37,13,6,161,1,0.25,0,0,1,0.875,0
2,0,7,9,7,2,48,0,0.6,1,1,4,2.0,0
15,0,21,48,20,10,243,4,0.214285714,1,1,6,1.2667,0
4,0,7,16,6,2,68,0,0.5,0,0,1,0.5,0
19,0,31,83,31,10,500,5,0.212962963,1,1,9,1.5263,0
6,0,3,9,3,4,34,0,0.375,1,1,2,1.0,1
19,0,9,20,7,15,105,1,0.233082707,1,3,1,0.8421,0
6,1,6,12,5,6,39,1,0.30952381,0,0,1,0.8333,0
1,0,0,1,0,1,1,0,1.0,0,0,1,1.0,0
26,15,42,51,10,21,326,3,0.205128205,0,0,3,1.1923,0
3,0,5,18,3,3,65,0,0.41666666700000005,0,0,4,1.6667,0
2,0,53,2,0,2,2,0,0.833333333,0,0,1,1.0,0
3,0,9,8,5,3,26,1,0.5,0,0,1,0.3333,1
41,0,6,54,1,41,507,0,0.29756097600000003,0,0,1,0.9268,0
23,0,7,34,6,21,230,0,0.402173913,2,6,4,0.9565,0
4,0,12,16,12,2,109,1,0.4,1,1,2,1.0,0
9,0,13,46,13,3,310,1,0.23214285699999998,1,1,1,0.7778,0
15,0,10,32,9,15,119,1,0.177777778,0,0,1,0.9333,0
3,0,4,8,4,2,30,0,0.5,1,2,1,0.3333,5
18,0,8,43,8,14,260,0,0.27777777800000003,2,7,4,1.3333,0
2,0,4,7,2,2,23,0,0.666666667,0,0,1,0.5,0
8,0,6,28,5,5,183,0,0.404761905,1,2,3,1.625,0
11,3,13,16,2,10,93,1,0.327272727,0,0,1,0.8182,0
5,0,13,20,12,2,66,0,0.472222222,0,0,1,0.4,0
4,0,2,6,1,4,24,0,0.75,1,2,1,0.5,1
4,0,7,8,5,4,31,1,0.4375,0,0,1,0.75,2
2,0,8,8,8,2,56,0,0.6,1,1,6,3.0,0
3,0,4,9,3,3,27,1,0.5555555560000001,0,0,1,0.6667,0
2,0,3,3,1,2,7,0,0.666666667,0,0,1,0.5,0
12,1,40,73,39,9,566,0,0.256944444,0,0,6,2.0833,0
1,0,7,4,5,1,12,0,1.0,0,0,0,0.0,1
9,0,6,13,5,8,59,0,0.518518519,1,4,2,0.7778,1
3,0,1,9,1,3,33,0,0.5555555560000001,0,0,1,0.6667,0
3,0,4,19,0,2,201,0,0.333333333,0,0,9,5.6667,0
10,0,5,20,4,8,121,1,0.35,1,2,3,1.2,0
30,0,13,73,12,27,380,2,0.11428571400000001,0,0,3,1.0333,0
3,0,2,15,0,2,91,0,0.444444444,0,0,7,3.3333,1
2,0,7,5,7,2,27,0,0.6,0,0,1,0.5,0
3,0,16,3,2,3,3,0,0.666666667,0,0,1,1.0,0
4,0,4,7,1,2,100,8,0.444444444,1,1,1,0.5,0
1,0,262,1,1,1,1,0,1.0,0,0,1,1.0,0
5,0,7,14,6,5,34,0,0.46666666700000003,2,4,1,0.6,1
1,0,1,1,0,1,1,0,1.0,0,0,1,1.0,0
23,0,18,60,16,18,312,1,0.20202020199999998,1,5,2,0.9129999999999999,0
4,0,6,24,5,2,121,0,0.4,0,0,6,2.25,2
15,0,3,59,1,13,519,0,0.28,0,0,5,1.5333,1
6,0,7,8,6,6,28,1,0.41666666700000005,0,0,1,0.8333,0
7,0,9,12,6,7,35,0,0.47619047600000003,0,0,1,0.8571,0
2,0,7,5,3,1,30,0,0.666666667,1,1,2,1.0,0
3,0,1,5,1,3,12,0,0.666666667,1,2,1,0.3333,0
1,0,0,1,0,1,1,0,1.0,0,0,1,1.0,0
2,0,26,2,0,2,2,0,1.0,0,0,1,1.0,0
5,2,9,22,7,1,145,0,0.5,0,0,4,1.8,0
2,0,6,6,5,2,22,0,0.6,0,0,1,0.5,0
24,0,17,48,8,19,238,2,0.223602484,0,0,3,1.1667,0
19,2,12,47,10,12,297,4,0.1875,1,1,2,1.0526,6
2,0,3,5,3,1,12,0,0.666666667,1,1,1,0.5,0
2,0,3,5,3,1,13,0,1.0,0,0,0,0.0,1
2,0,4,4,4,1,9,0,0.75,1,1,1,0.5,0
2,0,5,6,5,2,30,2,0.625,0,0,1,0.5,0
5,0,10,24,10,1,119,2,0.4375,1,1,3,1.0,0
2,0,5,4,4,1,9,0,0.75,1,1,1,0.5,0
3,0,7,11,6,2,48,0,0.75,0,0,1,0.3333,0
13,0,176,13,7,13,13,0,0.243589744,0,0,1,1.0,2
8,0,4,20,4,7,83,1,0.25,0,0,2,1.0,0
6,0,10,26,9,1,112,0,0.541666667,1,2,4,1.6667,0
11,0,4,32,4,10,114,0,0.36666666700000006,0,0,1,0.8182,0
2,0,4,4,3,2,9,0,1.0,0,0,1,0.5,0
20,0,13,69,10,14,425,1,0.190789474,2,5,4,1.45,0
2,0,0,7,0,1,22,0,0.5,0,0,2,1.0,0
23,0,22,40,21,23,118,3,0.178743961,0,0,1,0.9565,0
15,0,5,32,2,14,210,0,0.226190476,0,0,3,1.1333,0
4,0,2,7,0,4,34,0,0.625,1,3,2,0.75,0
4,0,6,14,2,4,52,0,0.4375,0,0,2,1.0,0
5,0,0,6,0,5,24,0,0.46666666700000003,0,0,1,0.8,0
49,0,14,109,5,48,711,0,0.10906862699999999,0,0,2,1.0,0
2,2,6,4,2,2,13,0,0.875,0,0,0,0.0,0
6,0,8,16,6,6,39,0,0.375,2,3,1,0.5,1
3,0,0,6,0,3,12,0,0.833333333,0,0,1,0.6667,0
2,0,5,5,5,2,15,0,0.625,0,0,1,0.5,0
1,0,10,1,0,1,1,0,1.0,0,0,1,1.0,0
12,0,5,20,5,11,79,0,0.35416666700000005,1,2,2,0.8333,3
29,0,14,29,6,29,29,0,0.37164751,0,0,1,1.0,3
16,0,11,30,9,13,146,1,0.291666667,1,1,2,0.75,0
11,0,14,22,14,11,101,2,0.340909091,0,0,1,0.9091,0
1,0,3,1,1,1,1,0,1.0,0,0,1,1.0,0
3,0,1,41,1,1,221,0,0.333333333,0,0,1,0.6667,0
8,0,10,47,10,5,250,1,0.28571428600000004,0,0,6,1.5,2
9,0,3,20,1,7,100,0,0.541666667,0,0,4,1.2222,0
1,0,9,1,5,1,1,0,1.0,0,0,1,1.0,0
4,0,4,10,3,4,37,0,0.583333333,0,0,1,0.75,0
12,10,19,24,8,10,114,1,0.226190476,1,3,2,0.8333,0
14,0,21,43,13,13,208,1,0.26153846199999997,1,2,3,1.1429,0
4,8,12,10,2,3,39,1,0.625,0,0,1,0.5,0
3,0,8,15,8,1,49,0,0.666666667,2,2,1,0.6667,0
3,0,4,7,4,2,23,0,0.5,1,2,1,0.3333,0
1,0,3,1,0,1,1,0,1.0,0,0,1,1.0,0
21,0,19,86,18,15,407,1,0.210884354,2,3,3,1.0476,0
8,0,7,32,7,4,237,0,0.625,0,0,11,3.0,1
8,0,24,20,3,6,176,0,0.25,0,0,1,0.75,0
2,0,6,2,2,2,2,0,1.0,0,0,1,1.0,1
6,0,7,7,5,6,14,0,0.333333333,0,0,1,0.8333,0
7,1,2,8,1,7,40,0,0.642857143,0,0,2,1.1429,0
4,0,7,8,7,3,22,0,0.375,0,0,1,0.75,0
9,0,8,24,8,7,108,1,0.333333333,2,3,1,0.6667,0
23,0,13,49,13,21,266,0,0.17676767699999998,1,1,1,0.8696,1
8,0,15,19,15,7,73,0,0.3125,0,0,1,0.75,0
3,2,8,16,6,2,96,0,0.533333333,0,0,3,1.6667,0
10,0,6,27,5,8,168,2,0.25,2,2,3,1.1,0
8,0,7,33,7,1,415,0,0.390625,1,1,8,3.625,0
3,0,16,7,5,3,47,0,0.41666666700000005,0,0,5,2.3333,0
1,0,6,4,2,1,9,0,1.0,0,0,0,0.0,0
6,2,6,12,4,4,38,0,0.666666667,1,1,1,0.8333,0
25,0,149,25,12,25,25,0,0.18,0,0,1,1.0,6
22,0,22,67,19,16,434,5,0.15584415599999998,1,1,13,1.5455,13
5,1,8,20,6,3,73,0,0.5,0,0,1,0.8,0
7,0,6,21,5,4,83,2,0.333333333,0,0,2,0.8571,0
3,0,3,9,1,3,44,0,0.666666667,0,0,1,0.3333,0
7,0,9,14,6,7,61,2,0.4,0,0,1,0.5714,0
26,0,18,56,9,24,278,2,0.146853147,1,2,3,1.0769,10
7,0,8,23,8,7,118,0,0.342857143,0,0,4,1.5714,0
27,0,29,60,17,24,348,1,0.16923076899999998,1,6,3,1.0741,0
38,0,21,63,21,36,358,1,0.144963145,1,1,2,0.9474,0
17,1,15,45,8,16,444,2,0.294117647,0,0,8,2.2941,1
5,0,8,19,7,4,56,1,0.5,0,0,1,0.4,1
8,6,12,16,6,3,55,0,0.333333333,0,0,2,0.625,0
12,0,28,61,27,11,392,2,0.25,0,0,9,1.9167,0
24,0,10,83,8,14,596,0,0.193236715,1,1,8,1.4167,0
5,0,12,5,4,5,5,0,0.36666666700000006,0,0,1,1.0,0
5,0,9,9,9,2,36,1,0.3,0,0,1,0.6,0
3,0,1,5,1,3,12,0,0.666666667,1,2,1,0.3333,0
8,0,10,27,10,4,120,0,0.291666667,0,0,1,0.75,0
2,0,8,2,2,2,2,0,0.666666667,0,0,1,1.0,0
9,0,11,56,9,3,268,0,0.272727273,0,0,3,1.1111,0
0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
7,0,8,18,6,4,66,0,0.326530612,0,0,2,0.7143,1
11,0,12,43,11,1,197,0,0.4,1,4,9,1.6364,0
17,0,9,35,8,11,180,3,0.22794117600000002,1,1,3,1.2353,0
11,0,5,16,4,11,77,0,0.484848485,1,2,1,0.7273,0
6,0,6,7,5,6,25,0,0.375,0,0,1,0.8333,0
3,0,16,34,13,2,461,0,0.666666667,0,0,4,2.0,1
9,0,4,12,4,9,50,0,0.5555555560000001,2,5,1,0.7778,1
2,0,0,2,0,2,2,0,1.0,0,0,1,1.0,0
2,0,6,3,4,2,14,0,0.625,0,0,1,0.5,0
15,0,20,30,19,13,120,1,0.192592593,0,0,2,1.0,0
15,0,11,42,1,14,214,0,0.2,0,0,4,2.4667,2
48,1,27,122,25,37,855,1,0.098784195,1,1,4,1.3958,0
2,0,3,5,2,2,17,0,0.666666667,0,0,2,1.0,0
14,0,6,18,5,14,81,5,0.297619048,0,0,1,0.9286,0
18,0,9,44,8,10,242,2,0.20588235300000002,0,0,5,1.3889,2
4,17,60,8,0,4,21,0,0.666666667,0,0,0,0.0,0
6,0,4,10,2,6,50,1,0.5,0,0,2,1.1667,0
5,0,7,14,6,3,60,0,0.44,1,2,1,0.8,0
18,0,7,35,4,15,315,0,0.26388888899999996,1,1,3,0.7778,2
4,0,9,12,4,4,41,1,0.4375,0,0,1,0.75,0
5,0,6,13,4,4,54,0,0.45,0,0,2,1.6,0
9,1,9,25,5,6,103,2,0.35,1,5,3,1.0,2
11,0,4,15,4,10,62,0,0.590909091,2,5,1,0.8182,0
2,0,2,6,1,2,20,0,0.75,0,0,1,0.5,0
4,0,16,7,5,4,22,0,0.5,0,0,1,0.75,0
9,0,59,23,2,7,242,9,0.375,1,1,4,1.8889,0
5,0,7,13,5,4,65,1,0.45,1,1,1,0.8,0
22,0,39,59,15,21,358,0,0.333333333,0,0,4,1.4545,1
1,0,5,1,0,1,1,0,1.0,0,0,1,1.0,0
3,0,2,7,0,2,22,0,0.444444444,0,0,1,0.6667,0
2,0,8,6,1,2,21,0,0.75,0,0,1,0.5,1
1,0,2,6,1,1,14,0,1.0,0,0,0,0.0,0
4,0,11,24,11,3,126,1,0.583333333,0,0,4,1.25,0
3,0,1,5,1,3,12,0,0.666666667,1,2,1,0.3333,0
0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
4,0,10,18,9,3,81,0,0.4375,0,0,6,2.25,0
2,0,3,11,2,2,54,0,0.666666667,0,0,6,3.0,0
1,0,0,2,0,1,4,0,1.0,0,0,0,0.0,0
8,0,12,32,12,5,130,1,0.314285714,1,1,2,0.875,0
3,0,4,7,3,3,31,0,0.583333333,0,0,1,0.6667,0
4,2,7,14,5,0,61,0,0.4375,0,0,5,1.75,0
10,17,27,21,9,7,90,4,0.28,1,1,2,1.1,1
4,0,4,19,4,3,62,0,0.375,1,1,1,0.5,0
9,0,13,26,13,5,95,1,0.333333333,1,2,2,0.8889,0
6,0,7,13,6,4,46,1,0.375,1,1,1,0.8333,0
15,0,24,50,16,11,299,1,0.206349206,1,1,2,0.7333,2
2,0,3,3,2,2,12,1,0.75,0,0,1,0.5,0
2,0,3,4,3,2,11,0,0.833333333,0,0,0,0.0,1
16,0,17,29,14,16,150,0,0.21875,1,1,1,0.8125,0
11,0,16,52,15,1,248,0,0.4,1,4,10,1.9091,0
3,0,1,5,1,3,12,0,0.666666667,1,2,1,0.3333,0
4,0,6,16,5,3,50,0,0.46666666700000003,0,0,1,0.25,1
2,0,0,5,0,1,15,0,0.5,0,0,1,0.5,0
0,0,43,0,1,0,0,0,0.0,0,0,0,0.0,0
12,0,8,19,8,9,101,0,0.35416666700000005,1,1,3,1.1667,0
2,0,2,7,1,2,25,0,0.666666667,0,0,1,0.5,0
6,2,12,19,7,4,89,1,0.36666666700000006,0,0,2,1.1667,0
9,0,8,22,6,8,149,0,0.333333333,0,0,3,1.0,1
14,0,6,29,6,13,132,0,0.33928571399999996,2,7,2,1.1429,0
12,0,12,29,9,12,115,1,0.214285714,2,3,2,0.8333,3
22,13,20,38,5,17,196,0,0.272727273,1,2,3,1.4545,1
5,0,4,10,4,3,31,0,0.46666666700000003,1,1,1,0.8,0
5,0,7,16,7,4,57,1,0.533333333,0,0,1,0.8,0
4,0,9,12,6,4,47,0,0.41666666700000005,0,0,4,1.25,3
3,0,5,12,4,3,38,0,0.666666667,0,0,1,0.3333,0
4,0,1,8,1,4,36,0,0.875,0,0,2,1.0,0
7,0,8,13,7,5,59,0,0.46428571399999996,1,1,2,0.8571,0
1,0,3,1,0,1,1,0,1.0,0,0,1,1.0,0
4,0,6,8,6,3,27,0,0.625,0,0,1,0.75,0
9,0,9,43,9,2,218,1,0.325,2,2,1,0.7778,0
14,0,12,35,12,13,134,2,0.20535714300000002,0,0,4,1.1429,0
37,1,34,97,32,32,628,3,0.108974359,0,0,5,1.2432,0
5,0,11,31,10,3,125,1,0.37777777799999995,1,2,3,1.0,1
3,0,2,6,1,3,17,0,0.7777777779999999,0,0,0,0.0,0
10,0,0,22,0,9,66,0,0.25,0,0,2,1.0,0
7,0,2,13,1,7,108,1,0.571428571,0,0,3,2.0,0
3,0,3,9,2,3,31,0,0.5,0,0,1,0.6667,0
2,0,4,4,2,2,8,0,0.75,0,0,1,0.5,0
21,1,15,52,14,12,292,1,0.2,1,2,3,1.0,0
2,0,4,4,3,2,9,0,1.0,0,0,1,0.5,0
12,0,14,24,7,10,91,1,0.226190476,1,5,2,1.0833,3
6,0,4,15,4,4,71,0,0.375,1,1,2,1.0,0
1,0,7,1,1,1,1,0,1.0,0,0,1,1.0,0
1,0,0,2,0,0,12,0,1.0,0,0,0,0.0,0
24,0,18,56,15,20,280,2,0.244047619,1,2,4,1.0417,3
8,0,12,29,12,5,107,1,0.314285714,1,1,2,0.875,0
0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
5,4,11,11,7,1,33,0,0.44,0,0,1,0.2,0
6,0,7,34,7,2,137,0,0.41666666700000005,0,0,2,1.0,0
7,0,3,12,2,7,59,1,0.5,0,0,1,0.8571,0
5,0,19,54,18,3,274,0,0.5,0,0,1,0.6,0
1,0,0,1,0,1,1,0,1.0,0,0,1,1.0,0
3,0,18,37,18,3,157,0,0.583333333,0,0,5,2.0,0
7,0,5,9,5,6,44,0,0.857142857,0,0,1,0.8571,0
5,0,6,9,6,4,36,0,0.4,1,1,1,0.8,0
4,0,3,7,1,2,111,9,0.444444444,1,1,1,0.5,0
26,0,16,53,15,24,182,1,0.158119658,0,0,2,1.0,0
47,1,20,75,16,39,529,3,0.232269504,1,1,7,1.2128,4
5,0,4,10,4,4,36,0,0.36,1,2,1,0.6,0
3,0,4,10,3,3,34,1,0.5555555560000001,0,0,1,0.6667,0
10,2,10,26,8,8,108,0,0.257142857,0,0,2,1.0,1
7,0,2,12,0,7,47,0,0.47619047600000003,0,0,1,0.7143,0
1,0,0,1,0,1,1,0,1.0,0,0,1,1.0,0
3,0,4,10,3,3,37,0,0.5,0,0,1,0.6667,0
5,1,5,8,2,4,29,0,0.583333333,0,0,1,0.6,0
2,0,4,10,4,2,27,0,0.666666667,0,0,1,0.5,0
26,0,17,54,16,25,279,2,0.13636363599999998,0,0,3,1.1154,2
1,0,5,1,2,1,1,0,1.0,0,0,1,1.0,0
4,5,8,11,3,3,38,0,0.5,0,0,2,1.0,2
2,0,5,5,4,1,23,0,0.5,0,0,3,1.5,0
6,0,6,13,5,6,58,0,0.5,0,0,2,0.8333,0
2,0,4,9,4,1,68,0,0.5,0,0,8,4.0,0
7,2,11,31,9,1,163,0,0.6,0,0,5,2.4286,0
7,0,12,28,12,2,227,1,0.333333333,1,1,3,1.0,0
2,0,22,2,2,2,2,0,1.0,0,0,1,1.0,0
1,0,4,1,1,1,1,0,1.0,0,0,1,1.0,0
2,0,4,2,0,2,2,0,1.0,0,0,1,1.0,0
2,0,2,3,1,2,10,0,0.75,0,0,0,0.0,1
4,0,7,17,6,4,39,0,0.625,0,0,1,0.75,0
24,6,27,55,14,20,207,1,0.128472222,1,3,2,0.9583,7
3,0,8,9,8,2,44,3,0.4,0,0,2,1.0,0
47,0,7,81,3,45,700,0,0.183510638,0,0,9,1.4468,0
3,0,4,9,3,3,47,0,0.5,0,0,2,1.0,0
3,0,1,5,1,3,12,0,0.666666667,1,2,1,0.3333,0
20,0,18,86,4,12,739,0,0.276315789,0,0,11,2.5,1
2,0,4,7,2,2,25,1,0.666666667,0,0,1,0.5,0
